H,G,F,E,D,C,B,A
H5,G10,F1,E1,D1,C4,B583,A1
H5,G10,F1,E1,D1,C4,B583,A2
H5,G10,F1,E1,D1,C4,B583,A3
H5,G10,F1,E1,D1,C4,B583,A4
H5,G10,F1,E1,D1,C4,B583,A5
H5,G10,F1,E1,D1,C4,B584,A1
H5,G10,F1,E1,D1,C4,B584,A2
H5,G10,F1,E1,D1,C4,B584,A3
H5,G10,F1,E1,D1,C4,B584,A4
H5,G10,F1,E1,D1,C4,B584,A5
H5,G10,F1,E1,D2,C1,B585,A1
H5,G10,F1,E1,D2,C1,B585,A2
H5,G10,F1,E1,D2,C1,B585,A3
H5,G10,F1,E1,D2,C1,B585,A4
H5,G10,F1,E1,D2,C1,B585,A5
H5,G10,F1,E1,D2,C1,B586,A1
H5,G10,F1,E1,D2,C1,B586,A2
H5,G10,F1,E1,D2,C1,B586,A3
H5,G10,F1,E1,D2,C1,B586,A4
H5,G10,F1,E1,D2,C1,B586,A5
H5,G10,F1,E1,D2,C2,B587,A1
H5,G10,F1,E1,D2,C2,B587,A2
H5,G10,F1,E1,D2,C2,B587,A3
H5,G10,F1,E1,D2,C2,B587,A4
H5,G10,F1,E1,D2,C2,B587,A5
H5,G10,F1,E1,D2,C2,B588,A1
H5,G10,F1,E1,D2,C2,B588,A2
H5,G10,F1,E1,D2,C2,B588,A3
H5,G10,F1,E1,D2,C2,B588,A4
H5,G10,F1,E1,D2,C2,B588,A5
H5,G10,F1,E1,D2,C3,B589,A1
H5,G10,F1,E1,D2,C3,B589,A2
H5,G10,F1,E1,D2,C3,B589,A3
H5,G10,F1,E1,D2,C3,B589,A4
H5,G10,F1,E1,D2,C3,B589,A5
H5,G10,F1,E1,D2,C3,B590,A1
H5,G10,F1,E1,D2,C3,B590,A2
H5,G10,F1,E1,D2,C3,B590,A3
H5,G10,F1,E1,D2,C3,B590,A4
H5,G10,F1,E1,D2,C3,B590,A5
H5,G10,F1,E1,D2,C4,B591,A1
H5,G10,F1,E1,D2,C4,B591,A2
H5,G10,F1,E1,D2,C4,B591,A3
H5,G10,F1,E1,D2,C4,B591,A4
H5,G10,F1,E1,D2,C4,B591,A5
H5,G10,F1,E1,D2,C4,B592,A1
H5,G10,F1,E1,D2,C4,B592,A2
H5,G10,F1,E1,D2,C4,B592,A3
H5,G10,F1,E1,D2,C4,B592,A4
H5,G10,F1,E1,D2,C4,B592,A5
H5,G10,F1,E2,D1,C1,B593,A1
H5,G10,F1,E2,D1,C1,B593,A2
H5,G10,F1,E2,D1,C1,B593,A3
H5,G10,F1,E2,D1,C1,B593,A4
H5,G10,F1,E2,D1,C1,B593,A5
H5,G10,F1,E2,D1,C1,B594,A1
H5,G10,F1,E2,D1,C1,B594,A2
H5,G10,F1,E2,D1,C1,B594,A3
H5,G10,F1,E2,D1,C1,B594,A4
H5,G10,F1,E2,D1,C1,B594,A5
H5,G10,F1,E2,D1,C2,B595,A1
H5,G10,F1,E2,D1,C2,B595,A2
H5,G10,F1,E2,D1,C2,B595,A3
H5,G10,F1,E2,D1,C2,B595,A4
H5,G10,F1,E2,D1,C2,B595,A5
H5,G10,F1,E2,D1,C2,B596,A1
H5,G10,F1,E2,D1,C2,B596,A2
H5,G10,F1,E2,D1,C2,B596,A3
H5,G10,F1,E2,D1,C2,B596,A4
H5,G10,F1,E2,D1,C2,B596,A5
H5,G10,F1,E2,D1,C3,B597,A1
H5,G10,F1,E2,D1,C3,B597,A2
H5,G10,F1,E2,D1,C3,B597,A3
H5,G10,F1,E2,D1,C3,B597,A4
H5,G10,F1,E2,D1,C3,B597,A5
H5,G10,F1,E2,D1,C3,B598,A1
H5,G10,F1,E2,D1,C3,B598,A2
H5,G10,F1,E2,D1,C3,B598,A3
H5,G10,F1,E2,D1,C3,B598,A4
H5,G10,F1,E2,D1,C3,B598,A5
H5,G10,F1,E2,D1,C4,B599,A1
H5,G10,F1,E2,D1,C4,B599,A2
H5,G10,F1,E2,D1,C4,B599,A3
H5,G10,F1,E2,D1,C4,B599,A4
H5,G10,F1,E2,D1,C4,B599,A5
H5,G10,F1,E2,D1,C4,B600,A1
H5,G10,F1,E2,D1,C4,B600,A2
H5,G10,F1,E2,D1,C4,B600,A3
H5,G10,F1,E2,D1,C4,B600,A4
H5,G10,F1,E2,D1,C4,B600,A5
H5,G10,F1,E2,D2,C1,B601,A1
H5,G10,F1,E2,D2,C1,B601,A2
H5,G10,F1,E2,D2,C1,B601,A3
H5,G10,F1,E2,D2,C1,B601,A4
H5,G10,F1,E2,D2,C1,B601,A5
H5,G10,F1,E2,D2,C1,B602,A1
H5,G10,F1,E2,D2,C1,B602,A2
H5,G10,F1,E2,D2,C1,B602,A3
H5,G10,F1,E2,D2,C1,B602,A4
H5,G10,F1,E2,D2,C1,B602,A5
H5,G10,F1,E2,D2,C2,B603,A1
H5,G10,F1,E2,D2,C2,B603,A2
H5,G10,F1,E2,D2,C2,B603,A3
H5,G10,F1,E2,D2,C2,B603,A4
H5,G10,F1,E2,D2,C2,B603,A5
H5,G10,F1,E2,D2,C2,B604,A1
H5,G10,F1,E2,D2,C2,B604,A2
H5,G10,F1,E2,D2,C2,B604,A3
H5,G10,F1,E2,D2,C2,B604,A4
H5,G10,F1,E2,D2,C2,B604,A5
H5,G10,F1,E2,D2,C3,B605,A1
H5,G10,F1,E2,D2,C3,B605,A2
H5,G10,F1,E2,D2,C3,B605,A3
H5,G10,F1,E2,D2,C3,B605,A4
H5,G10,F1,E2,D2,C3,B605,A5
H5,G10,F1,E2,D2,C3,B606,A1
H5,G10,F1,E2,D2,C3,B606,A2
H5,G10,F1,E2,D2,C3,B606,A3
H5,G10,F1,E2,D2,C3,B606,A4
H5,G10,F1,E2,D2,C3,B606,A5
H5,G10,F1,E2,D2,C4,B607,A1
H5,G10,F1,E2,D2,C4,B607,A2
H5,G10,F1,E2,D2,C4,B607,A3
H5,G10,F1,E2,D2,C4,B607,A4
H5,G10,F1,E2,D2,C4,B607,A5
H5,G10,F1,E2,D2,C4,B608,A1
H5,G10,F1,E2,D2,C4,B608,A2
H5,G10,F1,E2,D2,C4,B608,A3
H5,G10,F1,E2,D2,C4,B608,A4
H5,G10,F1,E2,D2,C4,B608,A5
H5,G10,F2,E1,D1,C1,B609,A1
H5,G10,F2,E1,D1,C1,B609,A2
H5,G10,F2,E1,D1,C1,B609,A3
H5,G10,F2,E1,D1,C1,B609,A4
H5,G10,F2,E1,D1,C1,B609,A5
H5,G10,F2,E1,D1,C1,B610,A1
H5,G10,F2,E1,D1,C1,B610,A2
H5,G10,F2,E1,D1,C1,B610,A3
H5,G10,F2,E1,D1,C1,B610,A4
H5,G10,F2,E1,D1,C1,B610,A5
H5,G10,F2,E1,D1,C2,B611,A1
H5,G10,F2,E1,D1,C2,B611,A2
H5,G10,F2,E1,D1,C2,B611,A3
H5,G10,F2,E1,D1,C2,B611,A4
H5,G10,F2,E1,D1,C2,B611,A5
H5,G10,F2,E1,D1,C2,B612,A1
H5,G10,F2,E1,D1,C2,B612,A2
H5,G10,F2,E1,D1,C2,B612,A3
H5,G10,F2,E1,D1,C2,B612,A4
H5,G10,F2,E1,D1,C2,B612,A5
H5,G10,F2,E1,D1,C3,B613,A1
H5,G10,F2,E1,D1,C3,B613,A2
H5,G10,F2,E1,D1,C3,B613,A3
H5,G10,F2,E1,D1,C3,B613,A4
H5,G10,F2,E1,D1,C3,B613,A5
H5,G10,F2,E1,D1,C3,B614,A1
H5,G10,F2,E1,D1,C3,B614,A2
H5,G10,F2,E1,D1,C3,B614,A3
H5,G10,F2,E1,D1,C3,B614,A4
H5,G10,F2,E1,D1,C3,B614,A5
H5,G10,F2,E1,D1,C4,B615,A1
H5,G10,F2,E1,D1,C4,B615,A2
H5,G10,F2,E1,D1,C4,B615,A3
H5,G10,F2,E1,D1,C4,B615,A4
H5,G10,F2,E1,D1,C4,B615,A5
H5,G10,F2,E1,D1,C4,B616,A1
H5,G10,F2,E1,D1,C4,B616,A2
H5,G10,F2,E1,D1,C4,B616,A3
H5,G10,F2,E1,D1,C4,B616,A4
H5,G10,F2,E1,D1,C4,B616,A5
H5,G10,F2,E1,D2,C1,B617,A1
H5,G10,F2,E1,D2,C1,B617,A2
H5,G10,F2,E1,D2,C1,B617,A3
H5,G10,F2,E1,D2,C1,B617,A4
H5,G10,F2,E1,D2,C1,B617,A5
H5,G10,F2,E1,D2,C1,B618,A1
H5,G10,F2,E1,D2,C1,B618,A2
H5,G10,F2,E1,D2,C1,B618,A3
H5,G10,F2,E1,D2,C1,B618,A4
H5,G10,F2,E1,D2,C1,B618,A5
H5,G10,F2,E1,D2,C2,B619,A1
H5,G10,F2,E1,D2,C2,B619,A2
H5,G10,F2,E1,D2,C2,B619,A3
H5,G10,F2,E1,D2,C2,B619,A4
H5,G10,F2,E1,D2,C2,B619,A5
H5,G10,F2,E1,D2,C2,B620,A1
H5,G10,F2,E1,D2,C2,B620,A2
H5,G10,F2,E1,D2,C2,B620,A3
H5,G10,F2,E1,D2,C2,B620,A4
H5,G10,F2,E1,D2,C2,B620,A5
H5,G10,F2,E1,D2,C3,B621,A1
H5,G10,F2,E1,D2,C3,B621,A2
H5,G10,F2,E1,D2,C3,B621,A3
H5,G10,F2,E1,D2,C3,B621,A4
H5,G10,F2,E1,D2,C3,B621,A5
H5,G10,F2,E1,D2,C3,B622,A1
H5,G10,F2,E1,D2,C3,B622,A2
H5,G10,F2,E1,D2,C3,B622,A3
H5,G10,F2,E1,D2,C3,B622,A4
H5,G10,F2,E1,D2,C3,B622,A5
H5,G10,F2,E1,D2,C4,B623,A1
H5,G10,F2,E1,D2,C4,B623,A2
H5,G10,F2,E1,D2,C4,B623,A3
H5,G10,F2,E1,D2,C4,B623,A4
H5,G10,F2,E1,D2,C4,B623,A5
H5,G10,F2,E1,D2,C4,B624,A1
H5,G10,F2,E1,D2,C4,B624,A2
H5,G10,F2,E1,D2,C4,B624,A3
H5,G10,F2,E1,D2,C4,B624,A4
H5,G10,F2,E1,D2,C4,B624,A5
H5,G10,F2,E2,D1,C1,B625,A1
H5,G10,F2,E2,D1,C1,B625,A2
H5,G10,F2,E2,D1,C1,B625,A3
H5,G10,F2,E2,D1,C1,B625,A4
H5,G10,F2,E2,D1,C1,B625,A5
H5,G10,F2,E2,D1,C1,B626,A1
H5,G10,F2,E2,D1,C1,B626,A2
H5,G10,F2,E2,D1,C1,B626,A3
H5,G10,F2,E2,D1,C1,B626,A4
H5,G10,F2,E2,D1,C1,B626,A5
H5,G10,F2,E2,D1,C2,B627,A1
H5,G10,F2,E2,D1,C2,B627,A2
H5,G10,F2,E2,D1,C2,B627,A3
H5,G10,F2,E2,D1,C2,B627,A4
H5,G10,F2,E2,D1,C2,B627,A5
H5,G10,F2,E2,D1,C2,B628,A1
H5,G10,F2,E2,D1,C2,B628,A2
H5,G10,F2,E2,D1,C2,B628,A3
H5,G10,F2,E2,D1,C2,B628,A4
H5,G10,F2,E2,D1,C2,B628,A5
H5,G10,F2,E2,D1,C3,B629,A1
H5,G10,F2,E2,D1,C3,B629,A2
H5,G10,F2,E2,D1,C3,B629,A3
H5,G10,F2,E2,D1,C3,B629,A4
H5,G10,F2,E2,D1,C3,B629,A5
H5,G10,F2,E2,D1,C3,B630,A1
H5,G10,F2,E2,D1,C3,B630,A2
H5,G10,F2,E2,D1,C3,B630,A3
H5,G10,F2,E2,D1,C3,B630,A4
H5,G10,F2,E2,D1,C3,B630,A5
H5,G10,F2,E2,D1,C4,B631,A1
H5,G10,F2,E2,D1,C4,B631,A2
H5,G10,F2,E2,D1,C4,B631,A3
H5,G10,F2,E2,D1,C4,B631,A4
H5,G10,F2,E2,D1,C4,B631,A5
H5,G10,F2,E2,D1,C4,B632,A1
H5,G10,F2,E2,D1,C4,B632,A2
H5,G10,F2,E2,D1,C4,B632,A3
H5,G10,F2,E2,D1,C4,B632,A4
H5,G10,F2,E2,D1,C4,B632,A5
H5,G10,F2,E2,D2,C1,B633,A1
H5,G10,F2,E2,D2,C1,B633,A2
H5,G10,F2,E2,D2,C1,B633,A3
H5,G10,F2,E2,D2,C1,B633,A4
H5,G10,F2,E2,D2,C1,B633,A5
H5,G10,F2,E2,D2,C1,B634,A1
H5,G10,F2,E2,D2,C1,B634,A2
H5,G10,F2,E2,D2,C1,B634,A3
H5,G10,F2,E2,D2,C1,B634,A4
H5,G10,F2,E2,D2,C1,B634,A5
H5,G10,F2,E2,D2,C2,B635,A1
H5,G10,F2,E2,D2,C2,B635,A2
H5,G10,F2,E2,D2,C2,B635,A3
H5,G10,F2,E2,D2,C2,B635,A4
H5,G10,F2,E2,D2,C2,B635,A5
H5,G10,F2,E2,D2,C2,B636,A1
H5,G10,F2,E2,D2,C2,B636,A2
H5,G10,F2,E2,D2,C2,B636,A3
H5,G10,F2,E2,D2,C2,B636,A4
H5,G10,F2,E2,D2,C2,B636,A5
H5,G10,F2,E2,D2,C3,B637,A1
H5,G10,F2,E2,D2,C3,B637,A2
H5,G10,F2,E2,D2,C3,B637,A3
H5,G10,F2,E2,D2,C3,B637,A4
H5,G10,F2,E2,D2,C3,B637,A5
H5,G10,F2,E2,D2,C3,B638,A1
H5,G10,F2,E2,D2,C3,B638,A2
H5,G10,F2,E2,D2,C3,B638,A3
H5,G10,F2,E2,D2,C3,B638,A4
H5,G10,F2,E2,D2,C3,B638,A5
H5,G10,F2,E2,D2,C4,B639,A1
H5,G10,F2,E2,D2,C4,B639,A2
H5,G10,F2,E2,D2,C4,B639,A3
H5,G10,F2,E2,D2,C4,B639,A4
H5,G10,F2,E2,D2,C4,B639,A5
H5,G10,F2,E2,D2,C4,B640,A1
H5,G10,F2,E2,D2,C4,B640,A2
H5,G10,F2,E2,D2,C4,B640,A3
H5,G10,F2,E2,D2,C4,B640,A4
H5,G10,F2,E2,D2,C4,B640,A5
H6,G11,F1,E1,D1,C1,B641,A1
H6,G11,F1,E1,D1,C1,B641,A2
H6,G11,F1,E1,D1,C1,B641,A3
H6,G11,F1,E1,D1,C1,B641,A4
H6,G11,F1,E1,D1,C1,B641,A5
H6,G11,F1,E1,D1,C1,B642,A1
H6,G11,F1,E1,D1,C1,B642,A2
H6,G11,F1,E1,D1,C1,B642,A3
H6,G11,F1,E1,D1,C1,B642,A4
H6,G11,F1,E1,D1,C1,B642,A5
H6,G11,F1,E1,D1,C2,B643,A1
H6,G11,F1,E1,D1,C2,B643,A2
H6,G11,F1,E1,D1,C2,B643,A3
H6,G11,F1,E1,D1,C2,B643,A4
H6,G11,F1,E1,D1,C2,B643,A5
H6,G11,F1,E1,D1,C2,B644,A1
H6,G11,F1,E1,D1,C2,B644,A2
H6,G11,F1,E1,D1,C2,B644,A3
H6,G11,F1,E1,D1,C2,B644,A4
H6,G11,F1,E1,D1,C2,B644,A5
H6,G11,F1,E1,D1,C3,B645,A1
H6,G11,F1,E1,D1,C3,B645,A2
H6,G11,F1,E1,D1,C3,B645,A3
H6,G11,F1,E1,D1,C3,B645,A4
H6,G11,F1,E1,D1,C3,B645,A5
H6,G11,F1,E1,D1,C3,B646,A1
H6,G11,F1,E1,D1,C3,B646,A2
H6,G11,F1,E1,D1,C3,B646,A3
H6,G11,F1,E1,D1,C3,B646,A4
H6,G11,F1,E1,D1,C3,B646,A5
H6,G11,F1,E1,D1,C4,B647,A1
H6,G11,F1,E1,D1,C4,B647,A2
H6,G11,F1,E1,D1,C4,B647,A3
H6,G11,F1,E1,D1,C4,B647,A4
H6,G11,F1,E1,D1,C4,B647,A5
H6,G11,F1,E1,D1,C4,B648,A1
H6,G11,F1,E1,D1,C4,B648,A2
H6,G11,F1,E1,D1,C4,B648,A3
H6,G11,F1,E1,D1,C4,B648,A4
H6,G11,F1,E1,D1,C4,B648,A5
H6,G11,F1,E1,D2,C1,B649,A1
H6,G11,F1,E1,D2,C1,B649,A2
H6,G11,F1,E1,D2,C1,B649,A3
H6,G11,F1,E1,D2,C1,B649,A4
H6,G11,F1,E1,D2,C1,B649,A5
H6,G11,F1,E1,D2,C1,B650,A1
H6,G11,F1,E1,D2,C1,B650,A2
H6,G11,F1,E1,D2,C1,B650,A3
H6,G11,F1,E1,D2,C1,B650,A4
H6,G11,F1,E1,D2,C1,B650,A5
H6,G11,F1,E1,D2,C2,B651,A1
H6,G11,F1,E1,D2,C2,B651,A2
H6,G11,F1,E1,D2,C2,B651,A3
H6,G11,F1,E1,D2,C2,B651,A4
H6,G11,F1,E1,D2,C2,B651,A5
H6,G11,F1,E1,D2,C2,B652,A1
H6,G11,F1,E1,D2,C2,B652,A2
H6,G11,F1,E1,D2,C2,B652,A3
H6,G11,F1,E1,D2,C2,B652,A4
H6,G11,F1,E1,D2,C2,B652,A5
H6,G11,F1,E1,D2,C3,B653,A1
H6,G11,F1,E1,D2,C3,B653,A2
H6,G11,F1,E1,D2,C3,B653,A3
H6,G11,F1,E1,D2,C3,B653,A4
H6,G11,F1,E1,D2,C3,B653,A5
H6,G11,F1,E1,D2,C3,B654,A1
H6,G11,F1,E1,D2,C3,B654,A2
H6,G11,F1,E1,D2,C3,B654,A3
H6,G11,F1,E1,D2,C3,B654,A4
H6,G11,F1,E1,D2,C3,B654,A5
H6,G11,F1,E1,D2,C4,B655,A1
H6,G11,F1,E1,D2,C4,B655,A2
H6,G11,F1,E1,D2,C4,B655,A3
H6,G11,F1,E1,D2,C4,B655,A4
H6,G11,F1,E1,D2,C4,B655,A5
H6,G11,F1,E1,D2,C4,B656,A1
H6,G11,F1,E1,D2,C4,B656,A2
H6,G11,F1,E1,D2,C4,B656,A3
H6,G11,F1,E1,D2,C4,B656,A4
H6,G11,F1,E1,D2,C4,B656,A5
H6,G11,F1,E2,D1,C1,B657,A1
H6,G11,F1,E2,D1,C1,B657,A2
H6,G11,F1,E2,D1,C1,B657,A3
H6,G11,F1,E2,D1,C1,B657,A4
H6,G11,F1,E2,D1,C1,B657,A5
H6,G11,F1,E2,D1,C1,B658,A1
H6,G11,F1,E2,D1,C1,B658,A2
H6,G11,F1,E2,D1,C1,B658,A3
H6,G11,F1,E2,D1,C1,B658,A4
H6,G11,F1,E2,D1,C1,B658,A5
H6,G11,F1,E2,D1,C2,B659,A1
H6,G11,F1,E2,D1,C2,B659,A2
H6,G11,F1,E2,D1,C2,B659,A3
H6,G11,F1,E2,D1,C2,B659,A4
H6,G11,F1,E2,D1,C2,B659,A5
H6,G11,F1,E2,D1,C2,B660,A1
H6,G11,F1,E2,D1,C2,B660,A2
H6,G11,F1,E2,D1,C2,B660,A3
H6,G11,F1,E2,D1,C2,B660,A4
H6,G11,F1,E2,D1,C2,B660,A5
H6,G11,F1,E2,D1,C3,B661,A1
H6,G11,F1,E2,D1,C3,B661,A2
H6,G11,F1,E2,D1,C3,B661,A3
H6,G11,F1,E2,D1,C3,B661,A4
H6,G11,F1,E2,D1,C3,B661,A5
H6,G11,F1,E2,D1,C3,B662,A1
H6,G11,F1,E2,D1,C3,B662,A2
H6,G11,F1,E2,D1,C3,B662,A3
H6,G11,F1,E2,D1,C3,B662,A4
H6,G11,F1,E2,D1,C3,B662,A5
H6,G11,F1,E2,D1,C4,B663,A1
H6,G11,F1,E2,D1,C4,B663,A2
H6,G11,F1,E2,D1,C4,B663,A3
H6,G11,F1,E2,D1,C4,B663,A4
H6,G11,F1,E2,D1,C4,B663,A5
H6,G11,F1,E2,D1,C4,B664,A1
H6,G11,F1,E2,D1,C4,B664,A2
H6,G11,F1,E2,D1,C4,B664,A3
H6,G11,F1,E2,D1,C4,B664,A4
H6,G11,F1,E2,D1,C4,B664,A5
H6,G11,F1,E2,D2,C1,B665,A1
H6,G11,F1,E2,D2,C1,B665,A2
H6,G11,F1,E2,D2,C1,B665,A3
H6,G11,F1,E2,D2,C1,B665,A4
H6,G11,F1,E2,D2,C1,B665,A5
H6,G11,F1,E2,D2,C1,B666,A1
H6,G11,F1,E2,D2,C1,B666,A2
H6,G11,F1,E2,D2,C1,B666,A3
H6,G11,F1,E2,D2,C1,B666,A4
H6,G11,F1,E2,D2,C1,B666,A5
H6,G11,F1,E2,D2,C2,B667,A1
H6,G11,F1,E2,D2,C2,B667,A2
H6,G11,F1,E2,D2,C2,B667,A3
H6,G11,F1,E2,D2,C2,B667,A4
H6,G11,F1,E2,D2,C2,B667,A5
H6,G11,F1,E2,D2,C2,B668,A1
H6,G11,F1,E2,D2,C2,B668,A2
H6,G11,F1,E2,D2,C2,B668,A3
H6,G11,F1,E2,D2,C2,B668,A4
H6,G11,F1,E2,D2,C2,B668,A5
H6,G11,F1,E2,D2,C3,B669,A1
H6,G11,F1,E2,D2,C3,B669,A2
H6,G11,F1,E2,D2,C3,B669,A3
H6,G11,F1,E2,D2,C3,B669,A4
H6,G11,F1,E2,D2,C3,B669,A5
H6,G11,F1,E2,D2,C3,B670,A1
H6,G11,F1,E2,D2,C3,B670,A2
H6,G11,F1,E2,D2,C3,B670,A3
H6,G11,F1,E2,D2,C3,B670,A4
H6,G11,F1,E2,D2,C3,B670,A5
H6,G11,F1,E2,D2,C4,B671,A1
H6,G11,F1,E2,D2,C4,B671,A2
H6,G11,F1,E2,D2,C4,B671,A3
H6,G11,F1,E2,D2,C4,B671,A4
H6,G11,F1,E2,D2,C4,B671,A5
H6,G11,F1,E2,D2,C4,B672,A1
H6,G11,F1,E2,D2,C4,B672,A2
H6,G11,F1,E2,D2,C4,B672,A3
H6,G11,F1,E2,D2,C4,B672,A4
H6,G11,F1,E2,D2,C4,B672,A5
H6,G11,F2,E1,D1,C1,B673,A1
H6,G11,F2,E1,D1,C1,B673,A2
H6,G11,F2,E1,D1,C1,B673,A3
H6,G11,F2,E1,D1,C1,B673,A4
H6,G11,F2,E1,D1,C1,B673,A5
H6,G11,F2,E1,D1,C1,B674,A1
H6,G11,F2,E1,D1,C1,B674,A2
H6,G11,F2,E1,D1,C1,B674,A3
H6,G11,F2,E1,D1,C1,B674,A4
H6,G11,F2,E1,D1,C1,B674,A5
H6,G11,F2,E1,D1,C2,B675,A1
H6,G11,F2,E1,D1,C2,B675,A2
H6,G11,F2,E1,D1,C2,B675,A3
H6,G11,F2,E1,D1,C2,B675,A4
H6,G11,F2,E1,D1,C2,B675,A5
H6,G11,F2,E1,D1,C2,B676,A1
H6,G11,F2,E1,D1,C2,B676,A2
H6,G11,F2,E1,D1,C2,B676,A3
H6,G11,F2,E1,D1,C2,B676,A4
H6,G11,F2,E1,D1,C2,B676,A5
H6,G11,F2,E1,D1,C3,B677,A1
H6,G11,F2,E1,D1,C3,B677,A2
H6,G11,F2,E1,D1,C3,B677,A3
H6,G11,F2,E1,D1,C3,B677,A4
H6,G11,F2,E1,D1,C3,B677,A5
H6,G11,F2,E1,D1,C3,B678,A1
H6,G11,F2,E1,D1,C3,B678,A2
H6,G11,F2,E1,D1,C3,B678,A3
H6,G11,F2,E1,D1,C3,B678,A4
H6,G11,F2,E1,D1,C3,B678,A5
H6,G11,F2,E1,D1,C4,B679,A1
H6,G11,F2,E1,D1,C4,B679,A2
H6,G11,F2,E1,D1,C4,B679,A3
H6,G11,F2,E1,D1,C4,B679,A4
H6,G11,F2,E1,D1,C4,B679,A5
H6,G11,F2,E1,D1,C4,B680,A1
H6,G11,F2,E1,D1,C4,B680,A2
H6,G11,F2,E1,D1,C4,B680,A3
H6,G11,F2,E1,D1,C4,B680,A4
H6,G11,F2,E1,D1,C4,B680,A5
H6,G11,F2,E1,D2,C1,B681,A1
H6,G11,F2,E1,D2,C1,B681,A2
H6,G11,F2,E1,D2,C1,B681,A3
H6,G11,F2,E1,D2,C1,B681,A4
H6,G11,F2,E1,D2,C1,B681,A5
H6,G11,F2,E1,D2,C1,B682,A1
H6,G11,F2,E1,D2,C1,B682,A2
H6,G11,F2,E1,D2,C1,B682,A3
H6,G11,F2,E1,D2,C1,B682,A4
H6,G11,F2,E1,D2,C1,B682,A5
H6,G11,F2,E1,D2,C2,B683,A1
H6,G11,F2,E1,D2,C2,B683,A2
H6,G11,F2,E1,D2,C2,B683,A3
H6,G11,F2,E1,D2,C2,B683,A4
H6,G11,F2,E1,D2,C2,B683,A5
H6,G11,F2,E1,D2,C2,B684,A1
H6,G11,F2,E1,D2,C2,B684,A2
H6,G11,F2,E1,D2,C2,B684,A3
H6,G11,F2,E1,D2,C2,B684,A4
H6,G11,F2,E1,D2,C2,B684,A5
H6,G11,F2,E1,D2,C3,B685,A1
H6,G11,F2,E1,D2,C3,B685,A2
H6,G11,F2,E1,D2,C3,B685,A3
H6,G11,F2,E1,D2,C3,B685,A4
H6,G11,F2,E1,D2,C3,B685,A5
H6,G11,F2,E1,D2,C3,B686,A1
H6,G11,F2,E1,D2,C3,B686,A2
H6,G11,F2,E1,D2,C3,B686,A3
H6,G11,F2,E1,D2,C3,B686,A4
H6,G11,F2,E1,D2,C3,B686,A5
H6,G11,F2,E1,D2,C4,B687,A1
H6,G11,F2,E1,D2,C4,B687,A2
H6,G11,F2,E1,D2,C4,B687,A3
H6,G11,F2,E1,D2,C4,B687,A4
H6,G11,F2,E1,D2,C4,B687,A5
H6,G11,F2,E1,D2,C4,B688,A1
H6,G11,F2,E1,D2,C4,B688,A2
H6,G11,F2,E1,D2,C4,B688,A3
H6,G11,F2,E1,D2,C4,B688,A4
H6,G11,F2,E1,D2,C4,B688,A5
H6,G11,F2,E2,D1,C1,B689,A1
H6,G11,F2,E2,D1,C1,B689,A2
H6,G11,F2,E2,D1,C1,B689,A3
H6,G11,F2,E2,D1,C1,B689,A4
H6,G11,F2,E2,D1,C1,B689,A5
H6,G11,F2,E2,D1,C1,B690,A1
H6,G11,F2,E2,D1,C1,B690,A2
H6,G11,F2,E2,D1,C1,B690,A3
H6,G11,F2,E2,D1,C1,B690,A4
H6,G11,F2,E2,D1,C1,B690,A5
H6,G11,F2,E2,D1,C2,B691,A1
H6,G11,F2,E2,D1,C2,B691,A2
H6,G11,F2,E2,D1,C2,B691,A3
H6,G11,F2,E2,D1,C2,B691,A4
H6,G11,F2,E2,D1,C2,B691,A5
H6,G11,F2,E2,D1,C2,B692,A1
H6,G11,F2,E2,D1,C2,B692,A2
H6,G11,F2,E2,D1,C2,B692,A3
H6,G11,F2,E2,D1,C2,B692,A4
H6,G11,F2,E2,D1,C2,B692,A5
H6,G11,F2,E2,D1,C3,B693,A1
H6,G11,F2,E2,D1,C3,B693,A2
H6,G11,F2,E2,D1,C3,B693,A3
H6,G11,F2,E2,D1,C3,B693,A4
H6,G11,F2,E2,D1,C3,B693,A5
H6,G11,F2,E2,D1,C3,B694,A1
H6,G11,F2,E2,D1,C3,B694,A2
H6,G11,F2,E2,D1,C3,B694,A3
H6,G11,F2,E2,D1,C3,B694,A4
H6,G11,F2,E2,D1,C3,B694,A5
H6,G11,F2,E2,D1,C4,B695,A1
H6,G11,F2,E2,D1,C4,B695,A2
H6,G11,F2,E2,D1,C4,B695,A3
H6,G11,F2,E2,D1,C4,B695,A4
H6,G11,F2,E2,D1,C4,B695,A5
H6,G11,F2,E2,D1,C4,B696,A1
H6,G11,F2,E2,D1,C4,B696,A2
H6,G11,F2,E2,D1,C4,B696,A3
H6,G11,F2,E2,D1,C4,B696,A4
H6,G11,F2,E2,D1,C4,B696,A5
H6,G11,F2,E2,D2,C1,B697,A1
H6,G11,F2,E2,D2,C1,B697,A2
H6,G11,F2,E2,D2,C1,B697,A3
H6,G11,F2,E2,D2,C1,B697,A4
H6,G11,F2,E2,D2,C1,B697,A5
H6,G11,F2,E2,D2,C1,B698,A1
H6,G11,F2,E2,D2,C1,B698,A2
H6,G11,F2,E2,D2,C1,B698,A3
H6,G11,F2,E2,D2,C1,B698,A4
H6,G11,F2,E2,D2,C1,B698,A5
H6,G11,F2,E2,D2,C2,B699,A1
H6,G11,F2,E2,D2,C2,B699,A2
